Pos	ID	Allele	NB	codon_start	codon_end	NB_coverage
16	s6489-6187	HLA-A01:01	0	17	25	12
17	s6489-6187	HLA-A01:01	0	18	26	8
18	s6489-6187	HLA-A01:01	0	19	27	7
19	s6489-6187	HLA-A01:01	0	20	28	6
20	s6489-6187	HLA-A01:01	0	21	29	5
21	s6489-6187	HLA-A01:01	0	22	30	5
22	s6489-6187	HLA-A01:01	1	23	31	1
23	s6489-6187	HLA-A01:01	0	24	32	1
24	s6489-6187	HLA-A01:01	0	25	33	1
25	s6489-6187	HLA-A01:01	0	26	34	1
26	s6489-6187	HLA-A01:01	0	27	35	1
27	s6489-6187	HLA-A01:01	0	28	36	1
28	s6489-6187	HLA-A01:01	0	29	37	1
29	s6489-6187	HLA-A01:01	0	30	38	1
30	s6489-6187	HLA-A01:01	0	31	39	1
31	s6489-6187	HLA-A01:01	2	32	40	2
32	s6489-6187	HLA-A01:01	0	33	41	2
33	s6489-6187	HLA-A01:01	1	34	42	3
34	s6489-6187	HLA-A01:01	0	35	43	3
35	s6489-6187	HLA-A01:01	0	36	44	3
36	s6489-6187	HLA-A01:01	0	37	45	3
37	s6489-6187	HLA-A01:01	0	38	46	3
38	s6489-6187	HLA-A01:01	1	39	47	4
39	s6489-6187	HLA-A01:01	0	40	48	4
40	s6489-6187	HLA-A01:01	0	41	49	2
41	s6489-6187	HLA-A01:01	0	42	50	2
42	s6489-6187	HLA-A01:01	0	43	51	1
43	s6489-6187	HLA-A01:01	0	44	52	1
44	s6489-6187	HLA-A01:01	0	45	53	1
45	s6489-6187	HLA-A01:01	0	46	54	1
46	s6489-6187	HLA-A01:01	0	47	55	1
47	s6489-6187	HLA-A01:01	0	48	56	0
48	s6489-6187	HLA-A01:01	0	49	57	0
49	s6489-6187	HLA-A01:01	0	50	58	0
50	s6489-6187	HLA-A01:01	1	51	59	1
51	s6489-6187	HLA-A01:01	0	52	60	1
52	s6489-6187	HLA-A01:01	2	53	61	3
53	s6489-6187	HLA-A01:01	0	54	62	3
54	s6489-6187	HLA-A01:01	0	55	63	3
55	s6489-6187	HLA-A01:01	0	56	64	3
56	s6489-6187	HLA-A01:01	0	57	65	3
57	s6489-6187	HLA-A01:01	0	58	66	3
58	s6489-6187	HLA-A01:01	0	59	67	3
59	s6489-6187	HLA-A01:01	0	60	68	2
60	s6489-6187	HLA-A01:01	1	61	69	3
61	s6489-6187	HLA-A01:01	1	62	70	2
62	s6489-6187	HLA-A01:01	0	63	71	2
63	s6489-6187	HLA-A01:01	2	64	72	4
64	s6489-6187	HLA-A01:01	4	65	73	8
65	s6489-6187	HLA-A01:01	1	66	74	9
66	s6489-6187	HLA-A01:01	2	67	75	11
67	s6489-6187	HLA-A01:01	2	68	76	13
68	s6489-6187	HLA-A01:01	1	69	77	14
69	s6489-6187	HLA-A01:01	0	70	78	13
70	s6489-6187	HLA-A01:01	1	71	79	13
71	s6489-6187	HLA-A01:01	1	72	80	14
72	s6489-6187	HLA-A01:01	3	73	81	15
73	s6489-6187	HLA-A01:01	0	74	82	11
74	s6489-6187	HLA-A01:01	0	75	83	10
75	s6489-6187	HLA-A01:01	0	76	84	8
76	s6489-6187	HLA-A01:01	0	77	85	6
77	s6489-6187	HLA-A01:01	1	78	86	6
78	s6489-6187	HLA-A01:01	0	79	87	6
79	s6489-6187	HLA-A01:01	1	80	88	6
80	s6489-6187	HLA-A01:01	0	81	89	5
81	s6489-6187	HLA-A01:01	0	82	90	2
82	s6489-6187	HLA-A01:01	0	83	91	2
83	s6489-6187	HLA-A01:01	1	84	92	3
84	s6489-6187	HLA-A01:01	0	85	93	3
85	s6489-6187	HLA-A01:01	0	86	94	3
86	s6489-6187	HLA-A01:01	1	87	95	3
87	s6489-6187	HLA-A01:01	0	88	96	3
88	s6489-6187	HLA-A01:01	0	89	97	2
89	s6489-6187	HLA-A01:01	0	90	98	2
90	s6489-6187	HLA-A01:01	0	91	99	2
91	s6489-6187	HLA-A01:01	0	92	100	2
0	s5577-5473	HLA-A01:01	2	1	9	2
1	s5577-5473	HLA-A01:01	0	2	10	2
2	s5577-5473	HLA-A01:01	1	3	11	3
3	s5577-5473	HLA-A01:01	0	4	12	3
4	s5577-5473	HLA-A01:01	0	5	13	3
5	s5577-5473	HLA-A01:01	0	6	14	3
6	s5577-5473	HLA-A01:01	0	7	15	3
7	s5577-5473	HLA-A01:01	0	8	16	3
8	s5577-5473	HLA-A01:01	0	9	17	3
9	s5577-5473	HLA-A01:01	1	10	18	2
10	s5577-5473	HLA-A01:01	0	11	19	2
11	s5577-5473	HLA-A01:01	0	12	20	1
12	s5577-5473	HLA-A01:01	0	13	21	1
13	s5577-5473	HLA-A01:01	0	14	22	1
14	s5577-5473	HLA-A01:01	2	15	23	3
15	s5577-5473	HLA-A01:01	0	16	24	3
16	s5577-5473	HLA-A01:01	0	17	25	3
17	s5577-5473	HLA-A01:01	1	18	26	4
18	s5577-5473	HLA-A01:01	1	19	27	4
19	s5577-5473	HLA-A01:01	0	20	28	4
20	s5577-5473	HLA-A01:01	0	21	29	4
21	s5577-5473	HLA-A01:01	0	22	30	4
22	s5577-5473	HLA-A01:01	0	23	31	4
23	s5577-5473	HLA-A01:01	1	24	32	3
24	s5577-5473	HLA-A01:01	0	25	33	3
25	s5577-5473	HLA-A01:01	0	26	34	3
0	s5022-4873	HLA-A01:01	1	1	9	1
1	s5022-4873	HLA-A01:01	1	2	10	2
2	s5022-4873	HLA-A01:01	0	3	11	2
3	s5022-4873	HLA-A01:01	0	4	12	2
4	s5022-4873	HLA-A01:01	0	5	13	2
5	s5022-4873	HLA-A01:01	1	6	14	3
6	s5022-4873	HLA-A01:01	2	7	15	5
7	s5022-4873	HLA-A01:01	0	8	16	5
8	s5022-4873	HLA-A01:01	1	9	17	6
9	s5022-4873	HLA-A01:01	4	10	18	9
10	s5022-4873	HLA-A01:01	1	11	19	9
11	s5022-4873	HLA-A01:01	0	12	20	9
12	s5022-4873	HLA-A01:01	1	13	21	10
13	s5022-4873	HLA-A01:01	0	14	22	10
14	s5022-4873	HLA-A01:01	0	15	23	9
15	s5022-4873	HLA-A01:01	0	16	24	7
16	s5022-4873	HLA-A01:01	1	17	25	8
17	s5022-4873	HLA-A01:01	0	18	26	7
18	s5022-4873	HLA-A01:01	0	19	27	3
19	s5022-4873	HLA-A01:01	0	20	28	2
20	s5022-4873	HLA-A01:01	0	21	29	2
21	s5022-4873	HLA-A01:01	0	22	30	1
22	s5022-4873	HLA-A01:01	1	23	31	2
23	s5022-4873	HLA-A01:01	0	24	32	2
24	s5022-4873	HLA-A01:01	0	25	33	2
25	s5022-4873	HLA-A01:01	1	26	34	2
26	s5022-4873	HLA-A01:01	0	27	35	2
27	s5022-4873	HLA-A01:01	0	28	36	2
28	s5022-4873	HLA-A01:01	0	29	37	2
29	s5022-4873	HLA-A01:01	0	30	38	2
30	s5022-4873	HLA-A01:01	0	31	39	2
31	s5022-4873	HLA-A01:01	0	32	40	1
32	s5022-4873	HLA-A01:01	0	33	41	1
33	s5022-4873	HLA-A01:01	1	34	42	2
34	s5022-4873	HLA-A01:01	0	35	43	1
35	s5022-4873	HLA-A01:01	1	36	44	2
36	s5022-4873	HLA-A01:01	0	37	45	2
37	s5022-4873	HLA-A01:01	1	38	46	3
38	s5022-4873	HLA-A01:01	0	39	47	3
39	s5022-4873	HLA-A01:01	2	40	48	5
40	s5022-4873	HLA-A01:01	1	41	49	6
0	s4458-4324	HLA-A01:01	1	1	9	1
1	s4458-4324	HLA-A01:01	0	2	10	1
2	s4458-4324	HLA-A01:01	0	3	11	1
3	s4458-4324	HLA-A01:01	0	4	12	1
4	s4458-4324	HLA-A01:01	0	5	13	1
5	s4458-4324	HLA-A01:01	0	6	14	1
6	s4458-4324	HLA-A01:01	0	7	15	1
7	s4458-4324	HLA-A01:01	0	8	16	1
8	s4458-4324	HLA-A01:01	1	9	17	2
9	s4458-4324	HLA-A01:01	0	10	18	1
10	s4458-4324	HLA-A01:01	1	11	19	2
11	s4458-4324	HLA-A01:01	0	12	20	2
12	s4458-4324	HLA-A01:01	1	13	21	3
13	s4458-4324	HLA-A01:01	0	14	22	3
14	s4458-4324	HLA-A01:01	0	15	23	3
15	s4458-4324	HLA-A01:01	1	16	24	4
16	s4458-4324	HLA-A01:01	0	17	25	4
17	s4458-4324	HLA-A01:01	0	18	26	3
18	s4458-4324	HLA-A01:01	0	19	27	3
19	s4458-4324	HLA-A01:01	0	20	28	2
20	s4458-4324	HLA-A01:01	0	21	29	2
21	s4458-4324	HLA-A01:01	0	22	30	1
22	s4458-4324	HLA-A01:01	1	23	31	2
23	s4458-4324	HLA-A01:01	1	24	32	3
24	s4458-4324	HLA-A01:01	0	25	33	2
25	s4458-4324	HLA-A01:01	0	26	34	2
26	s4458-4324	HLA-A01:01	1	27	35	3
27	s4458-4324	HLA-A01:01	0	28	36	3
28	s4458-4324	HLA-A01:01	2	29	37	5
29	s4458-4324	HLA-A01:01	0	30	38	5
30	s4458-4324	HLA-A01:01	1	31	39	6
31	s4458-4324	HLA-A01:01	1	32	40	6
32	s4458-4324	HLA-A01:01	0	33	41	5
33	s4458-4324	HLA-A01:01	0	34	42	5
34	s4458-4324	HLA-A01:01	0	35	43	5
35	s4458-4324	HLA-A01:01	0	36	44	4
0	s2949-2842	HLA-A01:01	0	1	9	0
1	s2949-2842	HLA-A01:01	0	2	10	0
2	s2949-2842	HLA-A01:01	0	3	11	0
3	s2949-2842	HLA-A01:01	0	4	12	0
4	s2949-2842	HLA-A01:01	0	5	13	0
5	s2949-2842	HLA-A01:01	0	6	14	0
6	s2949-2842	HLA-A01:01	0	7	15	0
7	s2949-2842	HLA-A01:01	0	8	16	0
8	s2949-2842	HLA-A01:01	0	9	17	0
9	s2949-2842	HLA-A01:01	0	10	18	0
10	s2949-2842	HLA-A01:01	0	11	19	0
11	s2949-2842	HLA-A01:01	0	12	20	0
12	s2949-2842	HLA-A01:01	0	13	21	0
13	s2949-2842	HLA-A01:01	0	14	22	0
14	s2949-2842	HLA-A01:01	0	15	23	0
15	s2949-2842	HLA-A01:01	1	16	24	1
16	s2949-2842	HLA-A01:01	0	17	25	1
17	s2949-2842	HLA-A01:01	0	18	26	1
18	s2949-2842	HLA-A01:01	0	19	27	1
19	s2949-2842	HLA-A01:01	0	20	28	1
20	s2949-2842	HLA-A01:01	0	21	29	1
21	s2949-2842	HLA-A01:01	4	22	30	5
22	s2949-2842	HLA-A01:01	0	23	31	5
23	s2949-2842	HLA-A01:01	0	24	32	5
24	s2949-2842	HLA-A01:01	0	25	33	4
25	s2949-2842	HLA-A01:01	0	26	34	4
26	s2949-2842	HLA-A01:01	1	27	35	5
0	s2457-2290	HLA-A01:01	0	1	9	0
1	s2457-2290	HLA-A01:01	1	2	10	1
2	s2457-2290	HLA-A01:01	0	3	11	1
3	s2457-2290	HLA-A01:01	0	4	12	1
4	s2457-2290	HLA-A01:01	2	5	13	3
5	s2457-2290	HLA-A01:01	1	6	14	4
6	s2457-2290	HLA-A01:01	2	7	15	6
7	s2457-2290	HLA-A01:01	0	8	16	6
8	s2457-2290	HLA-A01:01	0	9	17	6
9	s2457-2290	HLA-A01:01	4	10	18	10
10	s2457-2290	HLA-A01:01	0	11	19	9
11	s2457-2290	HLA-A01:01	0	12	20	9
12	s2457-2290	HLA-A01:01	1	13	21	10
13	s2457-2290	HLA-A01:01	0	14	22	8
14	s2457-2290	HLA-A01:01	0	15	23	7
15	s2457-2290	HLA-A01:01	0	16	24	5
16	s2457-2290	HLA-A01:01	0	17	25	5
17	s2457-2290	HLA-A01:01	0	18	26	5
18	s2457-2290	HLA-A01:01	0	19	27	1
19	s2457-2290	HLA-A01:01	2	20	28	3
20	s2457-2290	HLA-A01:01	1	21	29	4
21	s2457-2290	HLA-A01:01	0	22	30	3
22	s2457-2290	HLA-A01:01	2	23	31	5
23	s2457-2290	HLA-A01:01	0	24	32	5
24	s2457-2290	HLA-A01:01	2	25	33	7
25	s2457-2290	HLA-A01:01	0	26	34	7
26	s2457-2290	HLA-A01:01	0	27	35	7
27	s2457-2290	HLA-A01:01	0	28	36	7
28	s2457-2290	HLA-A01:01	1	29	37	6
29	s2457-2290	HLA-A01:01	0	30	38	5
30	s2457-2290	HLA-A01:01	1	31	39	6
31	s2457-2290	HLA-A01:01	0	32	40	4
32	s2457-2290	HLA-A01:01	0	33	41	4
33	s2457-2290	HLA-A01:01	0	34	42	2
34	s2457-2290	HLA-A01:01	0	35	43	2
35	s2457-2290	HLA-A01:01	0	36	44	2
36	s2457-2290	HLA-A01:01	1	37	45	3
37	s2457-2290	HLA-A01:01	0	38	46	2
38	s2457-2290	HLA-A01:01	0	39	47	2
39	s2457-2290	HLA-A01:01	0	40	48	1
40	s2457-2290	HLA-A01:01	0	41	49	1
41	s2457-2290	HLA-A01:01	0	42	50	1
42	s2457-2290	HLA-A01:01	0	43	51	1
43	s2457-2290	HLA-A01:01	3	44	52	4
44	s2457-2290	HLA-A01:01	0	45	53	4
45	s2457-2290	HLA-A01:01	0	46	54	3
46	s2457-2290	HLA-A01:01	1	47	55	4
0	s17606-17716	HLA-A01:01	1	1	9	1
1	s17606-17716	HLA-A01:01	0	2	10	1
2	s17606-17716	HLA-A01:01	0	3	11	1
3	s17606-17716	HLA-A01:01	0	4	12	1
4	s17606-17716	HLA-A01:01	1	5	13	2
5	s17606-17716	HLA-A01:01	0	6	14	2
6	s17606-17716	HLA-A01:01	0	7	15	2
7	s17606-17716	HLA-A01:01	1	8	16	3
8	s17606-17716	HLA-A01:01	1	9	17	4
9	s17606-17716	HLA-A01:01	0	10	18	3
10	s17606-17716	HLA-A01:01	1	11	19	4
11	s17606-17716	HLA-A01:01	0	12	20	4
12	s17606-17716	HLA-A01:01	0	13	21	4
13	s17606-17716	HLA-A01:01	0	14	22	3
14	s17606-17716	HLA-A01:01	2	15	23	5
15	s17606-17716	HLA-A01:01	0	16	24	5
16	s17606-17716	HLA-A01:01	0	17	25	4
17	s17606-17716	HLA-A01:01	2	18	26	5
18	s17606-17716	HLA-A01:01	4	19	27	9
19	s17606-17716	HLA-A01:01	1	20	28	9
20	s17606-17716	HLA-A01:01	1	21	29	10
21	s17606-17716	HLA-A01:01	1	22	30	11
22	s17606-17716	HLA-A01:01	0	23	31	11
23	s17606-17716	HLA-A01:01	3	24	32	12
24	s17606-17716	HLA-A01:01	2	25	33	14
25	s17606-17716	HLA-A01:01	1	26	34	15
26	s17606-17716	HLA-A01:01	0	27	35	13
27	s17606-17716	HLA-A01:01	0	28	36	9
0	s1689-1528	HLA-A01:01	2	1	9	2
1	s1689-1528	HLA-A01:01	0	2	10	2
2	s1689-1528	HLA-A01:01	0	3	11	2
3	s1689-1528	HLA-A01:01	0	4	12	2
4	s1689-1528	HLA-A01:01	1	5	13	3
5	s1689-1528	HLA-A01:01	1	6	14	4
6	s1689-1528	HLA-A01:01	1	7	15	5
7	s1689-1528	HLA-A01:01	1	8	16	6
8	s1689-1528	HLA-A01:01	0	9	17	6
9	s1689-1528	HLA-A01:01	1	10	18	5
10	s1689-1528	HLA-A01:01	0	11	19	5
11	s1689-1528	HLA-A01:01	2	12	20	7
12	s1689-1528	HLA-A01:01	3	13	21	10
13	s1689-1528	HLA-A01:01	1	14	22	10
14	s1689-1528	HLA-A01:01	4	15	23	13
15	s1689-1528	HLA-A01:01	0	16	24	12
16	s1689-1528	HLA-A01:01	0	17	25	11
17	s1689-1528	HLA-A01:01	2	18	26	13
18	s1689-1528	HLA-A01:01	1	19	27	13
19	s1689-1528	HLA-A01:01	0	20	28	13
20	s1689-1528	HLA-A01:01	3	21	29	14
21	s1689-1528	HLA-A01:01	1	22	30	12
22	s1689-1528	HLA-A01:01	0	23	31	11
23	s1689-1528	HLA-A01:01	0	24	32	7
24	s1689-1528	HLA-A01:01	1	25	33	8
25	s1689-1528	HLA-A01:01	0	26	34	8
26	s1689-1528	HLA-A01:01	0	27	35	6
27	s1689-1528	HLA-A01:01	0	28	36	5
28	s1689-1528	HLA-A01:01	0	29	37	5
29	s1689-1528	HLA-A01:01	1	30	38	3
30	s1689-1528	HLA-A01:01	0	31	39	2
31	s1689-1528	HLA-A01:01	1	32	40	3
32	s1689-1528	HLA-A01:01	0	33	41	3
33	s1689-1528	HLA-A01:01	0	34	42	2
34	s1689-1528	HLA-A01:01	0	35	43	2
35	s1689-1528	HLA-A01:01	0	36	44	2
36	s1689-1528	HLA-A01:01	1	37	45	3
37	s1689-1528	HLA-A01:01	2	38	46	5
38	s1689-1528	HLA-A01:01	0	39	47	4
39	s1689-1528	HLA-A01:01	1	40	48	5
40	s1689-1528	HLA-A01:01	1	41	49	5
41	s1689-1528	HLA-A01:01	0	42	50	5
42	s1689-1528	HLA-A01:01	0	43	51	5
43	s1689-1528	HLA-A01:01	0	44	52	5
44	s1689-1528	HLA-A01:01	0	45	53	5
0	s1104-1009	HLA-A01:01	2	1	9	2
1	s1104-1009	HLA-A01:01	0	2	10	2
2	s1104-1009	HLA-A01:01	0	3	11	2
3	s1104-1009	HLA-A01:01	0	4	12	2
4	s1104-1009	HLA-A01:01	0	5	13	2
5	s1104-1009	HLA-A01:01	3	6	14	5
6	s1104-1009	HLA-A01:01	0	7	15	5
7	s1104-1009	HLA-A01:01	0	8	16	5
8	s1104-1009	HLA-A01:01	0	9	17	5
9	s1104-1009	HLA-A01:01	0	10	18	3
10	s1104-1009	HLA-A01:01	1	11	19	4
11	s1104-1009	HLA-A01:01	1	12	20	5
12	s1104-1009	HLA-A01:01	0	13	21	5
13	s1104-1009	HLA-A01:01	0	14	22	5
14	s1104-1009	HLA-A01:01	1	15	23	3
15	s1104-1009	HLA-A01:01	2	16	24	5
16	s1104-1009	HLA-A01:01	0	17	25	5
17	s1104-1009	HLA-A01:01	0	18	26	5
18	s1104-1009	HLA-A01:01	0	19	27	5
19	s1104-1009	HLA-A01:01	0	20	28	4
20	s1104-1009	HLA-A01:01	0	21	29	3
21	s1104-1009	HLA-A01:01	0	22	30	3
22	s1104-1009	HLA-A01:01	0	23	31	3
0	s108-10	HLA-A01:01	0	1	9	0
1	s108-10	HLA-A01:01	1	2	10	1
2	s108-10	HLA-A01:01	1	3	11	2
3	s108-10	HLA-A01:01	0	4	12	2
4	s108-10	HLA-A01:01	0	5	13	2
5	s108-10	HLA-A01:01	1	6	14	3
6	s108-10	HLA-A01:01	0	7	15	3
7	s108-10	HLA-A01:01	0	8	16	3
8	s108-10	HLA-A01:01	0	9	17	3
9	s108-10	HLA-A01:01	0	10	18	3
10	s108-10	HLA-A01:01	0	11	19	2
11	s108-10	HLA-A01:01	1	12	20	2
12	s108-10	HLA-A01:01	0	13	21	2
13	s108-10	HLA-A01:01	0	14	22	2
14	s108-10	HLA-A01:01	0	15	23	1
15	s108-10	HLA-A01:01	0	16	24	1
16	s108-10	HLA-A01:01	0	17	25	1
17	s108-10	HLA-A01:01	0	18	26	1
18	s108-10	HLA-A01:01	1	19	27	2
19	s108-10	HLA-A01:01	0	20	28	2
20	s108-10	HLA-A01:01	0	21	29	1
21	s108-10	HLA-A01:01	0	22	30	1
22	s108-10	HLA-A01:01	1	23	31	2
23	s108-10	HLA-A01:01	0	24	32	2
0	s18410-18523	HLA-A01:01	1	1	9	1
1	s18410-18523	HLA-A01:01	1	2	10	2
2	s18410-18523	HLA-A01:01	0	3	11	2
3	s18410-18523	HLA-A01:01	0	4	12	2
4	s18410-18523	HLA-A01:01	2	5	13	4
5	s18410-18523	HLA-A01:01	1	6	14	5
6	s18410-18523	HLA-A01:01	3	7	15	8
7	s18410-18523	HLA-A01:01	0	8	16	8
8	s18410-18523	HLA-A01:01	0	9	17	8
9	s18410-18523	HLA-A01:01	0	10	18	7
10	s18410-18523	HLA-A01:01	1	11	19	7
11	s18410-18523	HLA-A01:01	0	12	20	7
12	s18410-18523	HLA-A01:01	2	13	21	9
13	s18410-18523	HLA-A01:01	0	14	22	7
14	s18410-18523	HLA-A01:01	0	15	23	6
15	s18410-18523	HLA-A01:01	0	16	24	3
16	s18410-18523	HLA-A01:01	1	17	25	4
17	s18410-18523	HLA-A01:01	0	18	26	4
18	s18410-18523	HLA-A01:01	1	19	27	5
19	s18410-18523	HLA-A01:01	1	20	28	5
20	s18410-18523	HLA-A01:01	0	21	29	5
21	s18410-18523	HLA-A01:01	0	22	30	3
22	s18410-18523	HLA-A01:01	0	23	31	3
23	s18410-18523	HLA-A01:01	1	24	32	4
24	s18410-18523	HLA-A01:01	0	25	33	4
25	s18410-18523	HLA-A01:01	1	26	34	4
26	s18410-18523	HLA-A01:01	1	27	35	5
27	s18410-18523	HLA-A01:01	0	28	36	4
28	s18410-18523	HLA-A01:01	0	29	37	3
0	s19148-19303	HLA-A01:01	0	1	9	0
1	s19148-19303	HLA-A01:01	0	2	10	0
2	s19148-19303	HLA-A01:01	0	3	11	0
3	s19148-19303	HLA-A01:01	3	4	12	3
4	s19148-19303	HLA-A01:01	1	5	13	4
5	s19148-19303	HLA-A01:01	1	6	14	5
6	s19148-19303	HLA-A01:01	4	7	15	9
7	s19148-19303	HLA-A01:01	0	8	16	9
8	s19148-19303	HLA-A01:01	1	9	17	10
9	s19148-19303	HLA-A01:01	1	10	18	11
10	s19148-19303	HLA-A01:01	1	11	19	12
11	s19148-19303	HLA-A01:01	0	12	20	12
12	s19148-19303	HLA-A01:01	1	13	21	10
13	s19148-19303	HLA-A01:01	0	14	22	9
14	s19148-19303	HLA-A01:01	0	15	23	8
15	s19148-19303	HLA-A01:01	0	16	24	4
16	s19148-19303	HLA-A01:01	2	17	25	6
17	s19148-19303	HLA-A01:01	1	18	26	6
18	s19148-19303	HLA-A01:01	1	19	27	6
19	s19148-19303	HLA-A01:01	1	20	28	6
20	s19148-19303	HLA-A01:01	0	21	29	6
21	s19148-19303	HLA-A01:01	0	22	30	5
22	s19148-19303	HLA-A01:01	0	23	31	5
23	s19148-19303	HLA-A01:01	1	24	32	6
24	s19148-19303	HLA-A01:01	0	25	33	6
25	s19148-19303	HLA-A01:01	2	26	34	6
26	s19148-19303	HLA-A01:01	0	27	35	5
27	s19148-19303	HLA-A01:01	0	28	36	4
28	s19148-19303	HLA-A01:01	1	29	37	4
29	s19148-19303	HLA-A01:01	0	30	38	4
30	s19148-19303	HLA-A01:01	0	31	39	4
31	s19148-19303	HLA-A01:01	1	32	40	5
32	s19148-19303	HLA-A01:01	0	33	41	4
33	s19148-19303	HLA-A01:01	0	34	42	4
34	s19148-19303	HLA-A01:01	0	35	43	2
35	s19148-19303	HLA-A01:01	1	36	44	3
36	s19148-19303	HLA-A01:01	1	37	45	4
37	s19148-19303	HLA-A01:01	1	38	46	4
38	s19148-19303	HLA-A01:01	1	39	47	5
39	s19148-19303	HLA-A01:01	0	40	48	5
40	s19148-19303	HLA-A01:01	0	41	49	4
41	s19148-19303	HLA-A01:01	0	42	50	4
42	s19148-19303	HLA-A01:01	0	43	51	4
0	s20168-20263	HLA-A01:01	1	1	9	1
1	s20168-20263	HLA-A01:01	0	2	10	1
2	s20168-20263	HLA-A01:01	0	3	11	1
3	s20168-20263	HLA-A01:01	1	4	12	2
4	s20168-20263	HLA-A01:01	2	5	13	4
5	s20168-20263	HLA-A01:01	0	6	14	4
6	s20168-20263	HLA-A01:01	2	7	15	6
7	s20168-20263	HLA-A01:01	0	8	16	6
8	s20168-20263	HLA-A01:01	0	9	17	6
9	s20168-20263	HLA-A01:01	1	10	18	6
10	s20168-20263	HLA-A01:01	1	11	19	7
11	s20168-20263	HLA-A01:01	0	12	20	7
12	s20168-20263	HLA-A01:01	2	13	21	8
13	s20168-20263	HLA-A01:01	0	14	22	6
14	s20168-20263	HLA-A01:01	0	15	23	6
15	s20168-20263	HLA-A01:01	0	16	24	4
16	s20168-20263	HLA-A01:01	0	17	25	4
17	s20168-20263	HLA-A01:01	0	18	26	4
18	s20168-20263	HLA-A01:01	1	19	27	4
19	s20168-20263	HLA-A01:01	1	20	28	4
20	s20168-20263	HLA-A01:01	0	21	29	4
21	s20168-20263	HLA-A01:01	1	22	30	3
22	s20168-20263	HLA-A01:01	0	23	31	3
0	s25457-25582	HLA-A01:01	1	1	9	1
1	s25457-25582	HLA-A01:01	3	2	10	4
2	s25457-25582	HLA-A01:01	2	3	11	6
3	s25457-25582	HLA-A01:01	0	4	12	6
4	s25457-25582	HLA-A01:01	0	5	13	6
5	s25457-25582	HLA-A01:01	3	6	14	9
6	s25457-25582	HLA-A01:01	0	7	15	9
7	s25457-25582	HLA-A01:01	1	8	16	10
8	s25457-25582	HLA-A01:01	1	9	17	11
9	s25457-25582	HLA-A01:01	0	10	18	10
10	s25457-25582	HLA-A01:01	0	11	19	7
11	s25457-25582	HLA-A01:01	0	12	20	5
12	s25457-25582	HLA-A01:01	3	13	21	8
13	s25457-25582	HLA-A01:01	1	14	22	9
14	s25457-25582	HLA-A01:01	0	15	23	6
15	s25457-25582	HLA-A01:01	0	16	24	6
16	s25457-25582	HLA-A01:01	1	17	25	6
17	s25457-25582	HLA-A01:01	0	18	26	5
18	s25457-25582	HLA-A01:01	2	19	27	7
19	s25457-25582	HLA-A01:01	1	20	28	8
20	s25457-25582	HLA-A01:01	2	21	29	10
21	s25457-25582	HLA-A01:01	0	22	30	7
22	s25457-25582	HLA-A01:01	0	23	31	6
23	s25457-25582	HLA-A01:01	1	24	32	7
24	s25457-25582	HLA-A01:01	3	25	33	10
25	s25457-25582	HLA-A01:01	4	26	34	13
26	s25457-25582	HLA-A01:01	1	27	35	14
27	s25457-25582	HLA-A01:01	1	28	36	13
28	s25457-25582	HLA-A01:01	0	29	37	12
29	s25457-25582	HLA-A01:01	1	30	38	11
30	s25457-25582	HLA-A01:01	0	31	39	11
31	s25457-25582	HLA-A01:01	1	32	40	12
32	s25457-25582	HLA-A01:01	0	33	41	11
0	s26072-26170	HLA-A01:01	1	1	9	1
1	s26072-26170	HLA-A01:01	2	2	10	3
2	s26072-26170	HLA-A01:01	0	3	11	3
3	s26072-26170	HLA-A01:01	2	4	12	5
4	s26072-26170	HLA-A01:01	0	5	13	5
5	s26072-26170	HLA-A01:01	4	6	14	9
6	s26072-26170	HLA-A01:01	1	7	15	10
7	s26072-26170	HLA-A01:01	0	8	16	10
8	s26072-26170	HLA-A01:01	0	9	17	10
9	s26072-26170	HLA-A01:01	0	10	18	9
10	s26072-26170	HLA-A01:01	1	11	19	8
11	s26072-26170	HLA-A01:01	4	12	20	12
12	s26072-26170	HLA-A01:01	0	13	21	10
13	s26072-26170	HLA-A01:01	0	14	22	10
14	s26072-26170	HLA-A01:01	0	15	23	6
15	s26072-26170	HLA-A01:01	0	16	24	5
16	s26072-26170	HLA-A01:01	0	17	25	5
17	s26072-26170	HLA-A01:01	0	18	26	5
18	s26072-26170	HLA-A01:01	0	19	27	5
19	s26072-26170	HLA-A01:01	0	20	28	4
20	s26072-26170	HLA-A01:01	2	21	29	2
21	s26072-26170	HLA-A01:01	0	22	30	2
22	s26072-26170	HLA-A01:01	0	23	31	2
23	s26072-26170	HLA-A01:01	0	24	32	2
0	s26183-26281	HLA-A01:01	1	1	9	1
1	s26183-26281	HLA-A01:01	1	2	10	2
2	s26183-26281	HLA-A01:01	3	3	11	5
3	s26183-26281	HLA-A01:01	1	4	12	6
4	s26183-26281	HLA-A01:01	1	5	13	7
5	s26183-26281	HLA-A01:01	1	6	14	8
6	s26183-26281	HLA-A01:01	1	7	15	9
7	s26183-26281	HLA-A01:01	0	8	16	9
8	s26183-26281	HLA-A01:01	0	9	17	9
9	s26183-26281	HLA-A01:01	0	10	18	8
10	s26183-26281	HLA-A01:01	0	11	19	7
11	s26183-26281	HLA-A01:01	0	12	20	4
12	s26183-26281	HLA-A01:01	0	13	21	3
13	s26183-26281	HLA-A01:01	0	14	22	2
