sequence	product	product_order	codon	OL_category	variability	N_sites	S_sites	N_diffs	S_diffs
SARSCOV2	ORF1ab	1	329	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	330	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	331	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	332	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	333	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	334	NOL	polymorphic	2.000167631	0.9998323695	5.028916269e-4	5.028916269e-4
SARSCOV2	ORF1ab	1	335	NOL	polymorphic	2.666666667	0.3333333333	0	5.027652086e-4
SARSCOV2	ORF1ab	1	336	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	337	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	338	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	339	NOL	polymorphic	2	1	5.027652086e-4	0
SARSCOV2	ORF1ab	1	340	NOL	polymorphic	1.999497235	0.9997486174	0	0
SARSCOV2	ORF1ab	1	341	NOL	polymorphic	2.5	0.5	0	5.027652086e-4
SARSCOV2	ORF1ab	1	342	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	343	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	344	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	345	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	346	NOL	polymorphic	2.000251383	0.9997486174	0.001507537117	0
SARSCOV2	ORF1ab	1	347	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	348	NOL	polymorphic	2.666666667	0.3333333333	5.027652086e-4	0
SARSCOV2	ORF1ab	1	349	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	350	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	351	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	352	NOL	polymorphic	2.666666667	0.3333333333	0.00401504225	0
SARSCOV2	ORF1ab	1	353	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	354	NOL	polymorphic	2	1	0.00100553029	0
SARSCOV2	ORF1ab	1	355	NOL	polymorphic	1.999497235	0.9997486174	0	0
SARSCOV2	ORF1ab	1	356	NOL	polymorphic	2	1	0.001005277581	0
SARSCOV2	ORF1ab	1	357	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	358	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	359	NOL	polymorphic	2	1	0	5.028916269e-4
SARSCOV2	ORF1ab	1	360	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	361	NOL	polymorphic	1.999497235	0.9997486174	0	5.026387904e-4
SARSCOV2	ORF1ab	1	362	NOL	polymorphic	2.666163901	0.3338360985	0.001005277581	0
SARSCOV2	ORF1ab	1	363	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	364	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	365	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	366	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	367	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	368	NOL	polymorphic	2.332495391	0.6667504609	0.001507157862	0
SARSCOV2	ORF1ab	1	369	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	370	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	371	NOL	polymorphic	2	1	5.027652086e-4	0
SARSCOV2	ORF1ab	1	372	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	373	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	374	NOL	polymorphic	2.66633149	0.3336685101	0.001005277581	0
SARSCOV2	ORF1ab	1	375	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	376	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	377	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	378	NOL	polymorphic	2.007206301	0.9927936987	0.04231369085	0
SARSCOV2	ORF1ab	1	379	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	380	NOL	polymorphic	2	1	5.027652086e-4	5.027652086e-4
SARSCOV2	ORF1ab	1	381	NOL	polymorphic	2.665996144	0.3332495181	0	0
SARSCOV2	ORF1ab	1	382	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	383	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	384	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	385	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	386	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	387	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	388	NOL	polymorphic	2.666499078	0.3335009217	5.027652086e-4	0
SARSCOV2	ORF1ab	1	389	NOL	polymorphic	2.666666667	0.3333333333	0.001507537117	0
SARSCOV2	ORF1ab	1	390	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	391	NOL	polymorphic	2.000167631	0.9998323695	5.028916269e-4	0
SARSCOV2	ORF1ab	1	392	NOL	polymorphic	2.020115665	0.97837566	0.06134038326	0
SARSCOV2	ORF1ab	1	393	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	394	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	395	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	396	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	397	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	398	NOL	polymorphic	2.000754148	0.9992458522	0.003012798706	0
SARSCOV2	ORF1ab	1	399	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	400	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	401	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	402	NOL	polymorphic	2.000628457	0.9993715435	0.002511297679	5.027652086e-4
SARSCOV2	ORF1ab	1	403	NOL	polymorphic	2.000083794	0.9999162058	5.027652086e-4	0
SARSCOV2	ORF1ab	1	404	NOL	polymorphic	2.333333333	0.6666666667	0	0.001005277581
SARSCOV2	ORF1ab	1	405	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	406	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	407	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	408	NOL	polymorphic	2.000670354	0.9993296464	0.002009543816	0
SARSCOV2	ORF1ab	1	409	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	410	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	411	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	412	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	413	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	414	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	415	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	416	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	417	NOL	polymorphic	2.660967228	0.3382784343	0.01498025113	0
SARSCOV2	ORF1ab	1	418	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	419	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	420	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	421	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	422	NOL	polymorphic	1.999497108	0.9997485542	0	0
SARSCOV2	ORF1ab	1	423	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	424	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	425	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	426	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	427	NOL	polymorphic	2	1	0.00100553029	0
SARSCOV2	ORF1ab	1	428	NOL	polymorphic	2.666331406	0.3336685944	0.001508421917	0
SARSCOV2	ORF1ab	1	429	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	430	NOL	polymorphic	2.666666667	0.3333333333	5.028916269e-4	0
SARSCOV2	ORF1ab	1	431	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	432	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	433	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	434	NOL	polymorphic	2.666499036	0.3335009639	5.028916269e-4	0
SARSCOV2	ORF1ab	1	435	NOL	polymorphic	2.666666667	0.3333333333	0	0.002511928498
SARSCOV2	ORF1ab	1	436	NOL	polymorphic	1.999497108	0.9997485542	0	0
SARSCOV2	ORF1ab	1	437	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	438	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	439	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	440	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	441	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	442	NOL	polymorphic	1.999496982	0.9997484909	0	0
SARSCOV2	ORF1ab	1	443	NOL	polymorphic	2	1	0	0.002512559635
SARSCOV2	ORF1ab	1	444	NOL	polymorphic	2.666666667	0.3333333333	0.001005783126	0
SARSCOV2	ORF1ab	1	445	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	446	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	447	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	448	NOL	polymorphic	2.665995976	0.333249497	0	0
SARSCOV2	ORF1ab	1	449	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	450	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	451	NOL	polymorphic	2.000167631	0.9998323695	5.028916269e-4	0
SARSCOV2	ORF1ab	1	452	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	453	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	454	NOL	polymorphic	2.000670691	0.9993293092	0.002010553889	0
SARSCOV2	ORF1ab	1	455	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	456	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	457	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	458	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	459	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	460	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	461	NOL	polymorphic	2.333165703	0.6668342972	0.00100553029	5.028916269e-4
SARSCOV2	ORF1ab	1	462	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	463	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	464	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	465	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	466	NOL	polymorphic	2.666666667	0.3333333333	0	0.00100553029
SARSCOV2	ORF1ab	1	467	NOL	polymorphic	2.666666667	0.3333333333	0	0.002010048726
SARSCOV2	ORF1ab	1	468	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	469	NOL	polymorphic	2.000167631	0.9998323695	5.028916269e-4	0
SARSCOV2	ORF1ab	1	470	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	471	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	472	NOL	polymorphic	2.665996313	0.3332495391	0	0
SARSCOV2	ORF1ab	1	473	NOL	polymorphic	2.333333333	0.6666666667	0	5.027652086e-4
SARSCOV2	ORF1ab	1	474	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	475	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	476	NOL	polymorphic	2.333165745	0.6668342551	0.001005277581	0
SARSCOV2	ORF1ab	1	477	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	478	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	479	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	480	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	481	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	482	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	483	NOL	polymorphic	2	1	0	0.001507537117
SARSCOV2	ORF1ab	1	484	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	485	NOL	polymorphic	2.665996313	0.3332495391	0	0
SARSCOV2	ORF1ab	1	486	NOL	polymorphic	2	1	0.001005277581	0
SARSCOV2	ORF1ab	1	487	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	488	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	489	NOL	polymorphic	2.666666667	0.3333333333	5.027652086e-4	0
SARSCOV2	ORF1ab	1	490	NOL	polymorphic	2.000083794	0.9999162058	5.027652086e-4	0
SARSCOV2	ORF1ab	1	491	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	492	NOL	polymorphic	2.666499078	0.3335009217	5.027652086e-4	0
SARSCOV2	ORF1ab	1	493	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	494	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	495	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	496	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	497	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	498	NOL	polymorphic	2	1	5.027652086e-4	0
SARSCOV2	ORF1ab	1	499	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	500	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	501	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	502	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	503	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	504	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	505	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	506	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	507	NOL	polymorphic	1.999497235	0.9997486174	0	0
SARSCOV2	ORF1ab	1	508	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	509	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	510	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	511	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	512	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	513	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	514	NOL	polymorphic	2.000041897	0.9999581029	5.027652086e-4	5.027652086e-4
SARSCOV2	ORF1ab	1	515	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	516	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	517	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	518	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	519	NOL	polymorphic	2.00100553	0.9989944696	0.003012798706	0
SARSCOV2	ORF1ab	1	520	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	521	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	522	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	523	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	524	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	525	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	526	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	527	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	528	NOL	polymorphic	2.000083794	0.9999162058	5.027652086e-4	0
SARSCOV2	ORF1ab	1	529	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	530	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	ORF1ab	1	531	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	532	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	533	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	534	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	535	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	536	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	537	NOL	polymorphic	2	1	5.027652086e-4	0
SARSCOV2	ORF1ab	1	538	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	539	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	540	NOL	polymorphic	1.999497235	0.9997486174	0	0
SARSCOV2	ORF1ab	1	541	NOL	polymorphic	1.99899447	0.9994972348	5.025123722e-4	0
SARSCOV2	ORF1ab	1	542	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	543	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	544	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	545	NOL	conserved	1.5	1.5	0	0
SARSCOV2	ORF1ab	1	546	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	547	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	548	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	549	NOL	polymorphic	1.999832369	0.9994132931	0.001005277327	0.00351404378
SARSCOV2	ORF1ab	1	550	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	551	NOL	polymorphic	2.000670354	0.9993296464	0.00401504225	0
SARSCOV2	ORF1ab	1	552	NOL	polymorphic	1.999497108	0.9997485542	0	0
SARSCOV2	ORF1ab	1	553	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	554	NOL	polymorphic	1.99899447	0.9994972348	0	0
SARSCOV2	ORF1ab	1	555	NOL	polymorphic	2	1	0.001507537117	0
SARSCOV2	ORF1ab	1	556	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	557	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	558	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	559	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	560	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	561	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	562	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	563	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	564	NOL	polymorphic	2.666666667	0.3333333333	5.027652086e-4	0
SARSCOV2	ORF1ab	1	565	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	566	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	567	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	568	NOL	polymorphic	1.999581029	0.9996648232	5.026387904e-4	0
SARSCOV2	ORF1ab	1	569	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	570	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	ORF1ab	1	571	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	572	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	573	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	574	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	575	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	576	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	577	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	578	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	ORF1ab	1	579	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	580	NOL	polymorphic	2.000335177	0.9996648232	0.001005277581	0
SARSCOV2	ORF1ab	1	581	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	582	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	583	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	584	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	585	NOL	polymorphic	2.99899447	0.001005530417	0.002009543816	0
SARSCOV2	ORF1ab	1	586	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	587	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	588	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	589	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	590	NOL	polymorphic	2.333417128	0.6665828725	5.027652086e-4	0
SARSCOV2	ORF1ab	1	591	NOL	polymorphic	1.999497235	0.9997486174	0	0
SARSCOV2	ORF1ab	1	592	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	593	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	594	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	595	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	ORF1ab	1	596	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	597	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	598	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	599	NOL	polymorphic	1.999497235	0.9997486174	5.026387904e-4	0
SARSCOV2	ORF1ab	1	600	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	601	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	602	NOL	polymorphic	2.000083794	0.9999162058	5.027652086e-4	0
SARSCOV2	ORF1ab	1	603	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	604	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	605	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	606	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	607	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	608	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	609	NOL	polymorphic	2.000251383	0.9997486174	0.001507537117	0
SARSCOV2	ORF1ab	1	610	NOL	polymorphic	2.000418971	0.999581029	0.002511297679	0
SARSCOV2	ORF1ab	1	611	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	612	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	613	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	ORF1ab	1	614	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	615	NOL	polymorphic	2.665325959	0.3331657449	0	5.025123722e-4
SARSCOV2	ORF1ab	1	616	NOL	polymorphic	2.333333333	0.6666666667	0	0.008013902969
SARSCOV2	ORF1ab	1	617	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	618	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	619	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	620	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	621	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	622	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	623	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	624	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	625	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	626	NOL	polymorphic	2	1	5.027652086e-4	5.027652086e-4
SARSCOV2	ORF1ab	1	627	NOL	polymorphic	1.999497235	0.9997486174	0	0
SARSCOV2	ORF1ab	1	628	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	629	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	630	NOL	polymorphic	2.999832412	1.675884029e-4	5.027652086e-4	0
SARSCOV2	ORF1ab	1	631	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	632	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	633	NOL	polymorphic	2.665996313	0.3332495391	0	0.001507157862
SARSCOV2	ORF1ab	1	634	NOL	polymorphic	2.666666667	0.3333333333	5.027652086e-4	0
SARSCOV2	ORF1ab	1	635	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	636	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	637	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	638	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	639	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	640	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	641	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	642	NOL	polymorphic	1.999497235	0.9997486174	0	0
SARSCOV2	ORF1ab	1	643	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	644	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	645	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	646	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	647	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	648	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	649	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	650	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	651	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	652	NOL	polymorphic	2.333165703	0.6668342972	0.00100553029	0
SARSCOV2	ORF1ab	1	653	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	654	NOL	polymorphic	2	1	0	5.028916269e-4
SARSCOV2	ORF1ab	1	655	NOL	conserved	2.5	0.5	0	0
